foo,Varenavn,Volum,Pris,Literpris,Varetype,Fylde,Friskhet,Garvestoffer,Bitterhet,Sodme,Land,Distrikt,Underdistrikt,Alkohol,Sukker,Produsent,Emballasjetype,Vareurl,
,Robert Ampeau Volnay Santenots 1993,0.75,349.9,466.5,Rødvin,8,9,6,0,0,Frankrike,Burgund,Volnay,13,0.5,Dom. Robert Ampeau,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9309501,
,Robert Ampeau Puligny Montrachet Combettes 1995,0.75,679,905.3,Hvitvin,9,9,0,0,1,Frankrike,Burgund,Puligny-Montrachet,13.5,0.5,Dom. Robert Ampeau,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9309601,
,La Spinetta Vermentino 2011,0.75,199.9,266.5,Hvitvin,7,7,0,0,1,Italia,Toscana,Øvrige,13,2.1,Az. Agr. La Spinetta,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9309801,
,Corte Giara Bardolino Chiaretto 2010,0.75,119.9,159.9,Rosévin,7,9,0,0,2,Italia,Veneto,Bardolino,12,4.1,Corte Giara,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9310201,
,Conte Ricci Soave 2012,3,369.9,123.3,Hvitvin,7,8,0,0,1,Italia,Veneto,Soave,12,2.5,Conte Ricci,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9310506,
,Pfaffl Austrian Pepper Grüner Veltliner 2010,0.75,129.9,173.2,Hvitvin,7,9,0,0,1,Østerrike,Niederösterreich,Øvrige,11.5,5.3,Weing. Pfaffl,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9313701,
,Gobillard Cuvée Marilyn Monroe Premier Cru Brut 2006,0.75,377.7,503.6,Musserende Vin,8,9,0,0,1,Frankrike,Champagne,Øvrige,12.5,8.8,J.M. Gobillard & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9314001,
,Aspall Organic Suffolk Cyder,0.5,65,130,Fruktvin,0,0,0,0,0,England,Øvrige,Øvrige,7,3,Aspall,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9314902,
,Harviestoun Ola Dubh 16 special reserve ale,0.33,110,333.3,Øl,7,0,0,3,4,Skottland,Øvrige,Øvrige,8,5,Harviestoun Brewery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9315102,
,Harviestoun Ola Dubh 18 Special Reserve ale,0.33,135,409.1,Øl,5,0,0,3,4,Skottland,Øvrige,Øvrige,8,4,Harviestoun Brewery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9315202,
,BrewDog 5am Saint,0.33,39.5,119.7,Øl,9,0,0,7,3,Skottland,Øvrige,,5,Ukjent,Brew Dog,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9315302,
,Bacardi Grand Melòn,0.7,319.9,457,Øvrig Brennevin,0,0,0,0,0,Spania,Øvrige,,32,95,Bacardi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9315701,
,Miopasso Fiano 2010,0.75,112.9,150.5,Hvitvin,8,7,0,0,2,Italia,Sicilia,,13,6.7,The Wine People SRL,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9318601,
,Malheur Dark Brut,0.75,199.9,266.5,Øl,11,0,0,7,5,Belgia,Øvrige,,12,Ukjent,Brouwerij de Landtsheer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9318701,
,Malheur Cuvee Royal,0.75,199.9,266.5,Øl,7,0,0,6,5,Belgia,Øvrige,,9,Ukjent,Brouwerij de Landtsheer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9318801,
,Gouden Carolus Cuvée van de Keizer Rood 2012/2013,0.75,179,238.7,Øl,10,6,0,6,0,Belgia,Øvrige,,10,Ukjent,Het Anker,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9318901,
,Achel Extra,0.75,165,220,Øl,10,0,0,7,7,Belgia,Øvrige,,9.5,Ukjent,Achel Brewery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9319001,
,BrewDog I Hardcore You,0.33,56.9,172.4,Øl,7,0,0,7,7,Storbritannia,Øvrige,,9.5,Ukjent,Brew Dog / Mikkeller,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9319602,
,Dom. du Poujol Coteaux du Languedoc Rosé 2010,0.75,129.9,173.2,Rosévin,6,6,0,0,2,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,13,0.8,Dom. du Poujol,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9320001,
,Dom. du Poujol Coteaux du Languedoc Jazz 2010,0.75,139.5,186,Rødvin,8,6,6,0,0,Frankrike,Languedoc-Roussillon,Coteaux du Languedoc,13.5,1,Dom. du Poujol,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9320101,
,Tamaral Verdejo 2010,0.75,79.9,106.5,Hvitvin,3,7,0,0,1,Spania,Castilla y León,Rueda,13,1.2,Tamaral,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9320501,
,Schäfer-Frölich Bockenauer Riesling Trocken 2010,0.75,208,277.3,Hvitvin,6,8,0,0,1,Tyskland,Nahe,Øvrige,12,7,Weing. Schäfer-Fröhlich,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9322101,
,Wittman Jonoe Geschmack Riesling Trocken 2011,0.75,155,206.7,Hvitvin,6,8,0,0,1,Tyskland,Rheinhessen,Øvrige,12,7.8,Weing. Wittmann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9322201,
,Robert Ampeau Meursault Les Charmes 1993,0.75,539,718.7,Hvitvin,8,9,0,0,1,Frankrike,Burgund,Meursault,13.5,0.6,Dom. Robert Ampeau,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9323401,
,Rosita Artesanal de Tarragona,0.33,39.9,120.9,Øl,7,0,0,5,3,Spania,Catalonia,Tarragona,5.5,1.2,Cerveses la Gardenia SL,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9323502,
,Roda 2008,0.75,330,440,Rødvin,7,6,4,0,0,Spania,Rioja,Øvrige,14.5,2.4,Bod. Roda,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9323801,
,Roda Reserva 2009,1.5,620,413.3,Rødvin,8,3,6,0,0,Spania,Rioja,Øvrige,14.5,2.3,Bod. Roda,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9323805,
,Cuvee Gastronomie Savoie Apremont 2010/2011,0.75,148,197.3,Hvitvin,7,9,0,0,1,Frankrike,Savoie,Øvrige,11.5,3.2,Maison Jean Perrier et Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9323901,
,Terres de Berne Rosé 2013,0.75,200,266.7,Rosévin,6,8,0,0,1,Frankrike,Provence,Côte de Provence,13,4.5,Ch. de Berne,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9324201,
,Nardini Aquavite di Vinaccia,0.7,482,688.6,Druebrennevin,0,0,0,0,0,Italia,Veneto,,50,Ukjent,Ditta Bartolo Nardini SPA,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9324401,
,Nardini Aquavite di Vinaccia Riserva,0.7,507,724.3,Druebrennevin,0,0,0,0,0,Italia,Veneto,,50,Ukjent,Ditta Bartolo Nardini SPA,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9324501,
,Nardini Aquavite di Vinaccia Riserva 15 anni,0.7,707,1010,Druebrennevin,0,0,0,0,0,Italia,Veneto,,50,Ukjent,Ditta Bartolo Nardini SPA,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9324601,
,Meantime Raspberry Wheat,0.33,39.9,120.9,Øl,7,8,0,5,0,England,Øvrige,,5,Ukjent,Meantime Brewing Company,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9329502,
,D'Oliveiras Verdelho 1981,0.75,798,1064,Madeira,8,9,0,0,8,Portugal,Madeira,,20,50,Pereira d'Oliveira,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9330701,
,Compromesso Valpolicella Ripasso 2012,0.75,129.9,173.2,Rødvin,8,8,7,0,0,Italia,Veneto,Valpolicella,13.5,9,I-CN 6213,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9331601,
,Mariposa Tempranillo Syrah 2013,0.75,109.9,146.5,Rødvin,6,7,7,0,0,Spania,Castilla-La Mancha,,12.5,9.6,Bod. Otero,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9331701,
,Mariposa Tempranillo Syrah,3,369.9,123.3,Rødvin,6,7,6,0,0,Spania,Castilla,Øvrige,12,9.6,CLM 0586-TO-Otero-Toledo-Espan,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9331706,
,Natale Verga Pinot Grigio 2010,3,288.2,96.1,Hvitvin,6,6,0,0,2,Italia,Veneto,Øvrige,12,5,Natale Verga,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332006,
,Castello d'Albola Chianti Classico 2010,0.75,189.9,253.2,Rødvin,8,5,7,0,0,Italia,Toscana,Chianti Classico,12.5,3.5,Castello d`Albola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332101,
,Castello d'Albola Chianti Classico Riserva 2008,0.75,219.9,293.2,Rødvin,11,3,9,0,0,Italia,Toscana,Chianti Classico,13,2.4,Zonin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332201,
,Bouchard Père & Fils Pouilly Fuisse 2013,0.75,225.9,301.2,Hvitvin,6,5,0,0,2,Frankrike,Burgund,Pouilly-Fuissé,13,1.9,Dom. Bouchard Père & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332301,
,Bouchard Père er Fils Pouilly Fuissé 12,1.5,458.9,305.9,Hvitvin,6,5,0,0,2,Frankrike,Burgund,Pouilly-Fuissé,12.5,1.9,Dom. Bouchard Père & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332305,
,Bouchard Père et Fils Pouilly Fuissé 2013,3,999,333,Hvitvin,6,5,0,0,2,Frankrike,Burgund,Pouilly-Fuissé,13,1.9,Dom. Bouchard Père & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332307,
,Ch. Haut Philippon 2010/2011,0.75,117.3,156.4,Rødvin,7,8,8,0,0,Frankrike,Bordeaux,Øvrige,13,1.1,Ch. Haut Philippon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332501,
,Zanni Valpolicella,3,405,135,Rødvin,7,8,6,0,0,Italia,Veneto,Valpolicella,12,4,Arcus Wine Brands,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9332806,
,Black Tower Pink Bubbly 2013,0.75,89.9,119.9,Rosévin,4,7,0,0,5,EU,Øvrige,,8.5,32,Reh Kendermann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9335201,
,Tariquet Gros Manseng Chardonnay 2013,0.75,124.9,166.5,Hvitvin,8,7,0,0,1,Frankrike,Sørvest,Côtes de Gascogne,12,3.2,Dom. du Tariquet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9335301,
,De Antiochia Cesanese del Piglio Superiore 2010,0.75,150,200,Rødvin,9,8,9,0,0,Italia,Lazio,Øvrige,13,1.2,Cant. Soc. Cesanese del Piglio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9335601,
,Expresso Mokka Pinotage Pouch 2010,1.5,232.9,155.3,Rødvin,8,7,6,0,0,Sør-Afrika,Western Cape,Øvrige,14,4.6,Cape Dutch Vignerons,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9339206,
,Fleur de Maubet 2010,10,1100,110,Hvitvin,7,8,0,0,1,Frankrike,Sørvest,Côtes de Gascogne,11.5,5,Vign. Fontan,BIB over eller lik 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9339306,
,Andéol Salavert Côtes du Rhône 2010,0.75,139.9,186.5,Rødvin,6,7,6,0,0,Frankrike,Rhône Sør,Côtes du Rhône,13.5,1.8,Andéol Salavert,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9341501,
,J.P. Chenet Cinsault Grenache,1.5,210.9,140.6,Rosévin,4,7,0,0,5,Frankrike,Languedoc-Roussillon,Oc,12.5,5.8,Jean-Paul Chenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9341605,
,Carlos Serres Gran Reserva 2004,0.75,229.9,306.5,Rødvin,10,5,6,0,0,Spania,Rioja,Øvrige,13.5,2.2,Bod. Carlos Serres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9342101,
,Castello di Cigognola DodiciDodici 2010,0.75,169.9,226.5,Rødvin,8,6,7,0,0,Italia,Lombardia,Oltrepò Pavese,13.5,1.1,Castello di Cigognola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9342301,
,Castello di Cigognola La Maga 2007,0.75,219.9,293.2,Rødvin,9,6,8,0,0,Italia,Lombardia,Oltrepò Pavese,14.5,1,Castello di Cigognola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9342401,
,Dom. du Séminaire Côtes du Rhône 2010,0.75,143,190.7,Rødvin,8,8,8,0,0,Frankrike,Rhône Sør,Côtes du Rhône,14.5,0.6,Dom. du Séminaire,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9344401,
,Landgraf Riesling Kabinett 2013,0.75,119.9,159.9,Hvitvin,6,8,0,0,3,Tyskland,Rheinhessen,Øvrige,10,32.3,Weing. Landgraf,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9344801,
,Landgraf Saulheimer Schlossberg Riesling Trocken 2010,0.75,189.9,253.2,Hvitvin,9,8,0,0,1,Tyskland,Rheinhessen,Øvrige,13.5,3.1,Weing. Landgraf,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9344901,
,Landgraf Riesling Trocken 2013,0.75,124.9,166.5,Hvitvin,7,7,0,0,1,Tyskland,Rheinhessen,Øvrige,12.5,7.1,Weing. Landgraf,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345001,
,Landgraf Saulheimer Riesling Trocken 2011,0.75,129.9,173.2,Hvitvin,7,8,0,0,1,Tyskland,Rheinhessen,Øvrige,13,4.6,Weing. Landgraf,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345101,
,August Kesseler Riesling Kabinett Trocken 2012,0.75,128,170.7,Hvitvin,7,9,0,0,1,Tyskland,Rheingau,Øvrige,11.5,7.2,August Kesseler,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345201,
,Lang Hattenheim Hassel Riesling Trocken Goldkapsel 2009,0.75,185,246.7,Hvitvin,10,10,0,0,1,Tyskland,Rheingau,Øvrige,12,8.9,Hans Lang,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345401,
,Lang Charta Riesling 2010,0.75,109.6,146.1,Hvitvin,7,8,0,0,2,Tyskland,Rheingau,Øvrige,11,9.1,Hans Lang,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345501,
,Lang Johann Maximilian Riesling Trocken 2009,0.75,119.6,159.5,Hvitvin,9,10,0,0,1,Tyskland,Rheingau,Øvrige,12,8.1,Hans Lang,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345601,
,Lang Rheingau Riesling Trocken 2012,0.75,116.8,155.7,Hvitvin,7,8,0,0,1,Tyskland,Rheingau,Øvrige,11.5,6.6,Hans Lang,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345701,
,Markus Molitor Wehlener Klosterberg Riesling Trockenbeerenauslese 2005,0.38,725.7,1935.2,Hvitvin,11,11,0,0,9,Tyskland,Mosel,Øvrige,6,220.6,Weing. Markus Molitor,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345802,
,Markus Molitor Haus Klosterberg Riesling Beerenauslese 2006,0.38,250.2,667.2,Hvitvin,10,10,0,0,9,Tyskland,Mosel,Øvrige,7,143.6,Weing. Markus Molitor,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9345902,
,Markus Molitor Wehlener Sonnenuhr Riesling Beerenauslese 2006,0.38,349.9,933.1,Hvitvin,10,10,0,0,9,Tyskland,Mosel,Øvrige,7,159.7,Weing. Markus Molitor,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346002,
,Markus Molitor Zeltinger Himmelreich Riesling Beerenauslese 2005,0.38,435.5,1161.3,Hvitvin,11,11,0,0,9,Tyskland,Mosel,Øvrige,6,215.4,Weing. Markus Molitor,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346102,
,Leyrat Fins Bois V.S. Single Estate,0.7,379.9,542.7,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Fins Bois,40,8,SNC du Maine Drilhon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346201,
,Massa Anarchia 2013,0.75,152.3,203.1,Hvitvin,7,7,0,0,6,Italia,Piemonte,Øvrige,5,140,Vigneti Massa,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346301,
,La Ganghija Barbera d'Alba,0.75,208.3,277.7,Rødvin,7,6,3,0,0,Italia,Piemonte,Alba,13.5,2.1,La Ganghija,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346401,
,La Ganghija Dolcetto d'Alba,0.75,200.5,267.3,Rødvin,5,5,5,0,0,Italia,Piemonte,Alba,14,2.1,La Ganghija,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346501,
,Mazzi Amarone Valp Cl Puntad 09,0.75,338.5,451.3,Rødvin,10,8,8,0,0,Italia,Veneto,Valpolicella,15,7.3,Roberto Mazzi et Figli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346801,
,Larsen Platinum Viking Ship,0.7,1864.9,2664.1,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,,40,10.8,Larsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9346901,
,Maycas del Limarí Reserva Pinot Noir 2013,0.75,139.9,186.5,Rødvin,10,8,8,0,0,Chile,Limarí,,13.5,2.2,Viña Maycas del Limarí LTDA,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9347401,
,Casillero del Diablo Pinot Noir 2013,0.75,109.9,146.5,Rødvin,9,10,8,0,0,Chile,Casablanca,,13.5,3.8,Concha y Toro,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9347601,
,Vanesa Old Vines Monastrell 2010,3,379.9,126.6,Rødvin,8,8,8,0,0,Spania,Murcia,Yecla,14,2.1,Bod. Daniel Alba,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9348606,
,Chapoutier Côtes du Rhône Belleruche 2012,3,419,139.7,Rødvin,8,8,8,0,0,Frankrike,Rhône Sør,Côtes du Rhône,13.5,2.7,M. Chapoutier,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9348706,
,Scala Dei Prior 2012,0.75,259.9,346.5,Rødvin,8,6,7,0,0,Spania,Catalonia,Priorat,15,1,Cellars Scala Dei,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9348801,
,Ch. La Mission Haut Brion 2008,0.75,2227,2969.3,Rødvin,8,8,7,0,0,Frankrike,Bordeaux,Pessac-Léognan,14,1,Dom. Clarence Dillon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9349001,
,La Chapelle de la Mission Haut Brion 2008,0.75,802.9,1070.5,Rødvin,7,7,7,0,0,Frankrike,Bordeaux,Pessac-Léognan,13.5,1,Dom. Clarence Dillon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9349101,
,Ch. Moulin St. Georges 2008,0.75,402.9,537.2,Rødvin,8,7,6,0,0,Frankrike,Bordeaux,St. Emilion,13,0.3,Ch. Moulin St. Georges,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9349201,
,Le Clarence de Haut Brion 2008,0.75,962.9,1283.9,Rødvin,7,7,7,0,0,Frankrike,Bordeaux,Pessac-Léognan,14,1,Dom. Clarence Dillon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9349501,
,Ch. Bellefont Belcier 2008,0.75,411.9,549.2,Rødvin,7,7,7,0,0,Frankrike,Bordeaux,St. Emilion,14,2.5,Bellefont Bellecier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9349801,
,Leyrat 1972 Vintage,0.7,1850,2642.9,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Brut,"Fins Bois, enkeltvin",42.8,Ukjent,Leyrat,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9350001,
,Prinz Von Hessen Dachsfilet Riesling 2013,0.75,269.9,359.9,Hvitvin,7,8,0,0,1,Tyskland,Rheingau,,13,10.9,Prinz von Hessen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-9350101,
